work_id,work_name,work_style,artist_name,artist_nationality,artist_style,artist_birth,artist_death,work_subject
194083,"Portrait of Albertus Henricus Wiese, Governor-General of the Dutch East Indies",,Adriaan De Lelie,Dutch,Portraitist,1755,1820,Portraits
194092,"Portrait of Gerrit Verdooren, Vice-admiral",,Adriaan De Lelie,Dutch,Portraitist,1755,1820,Portraits
194101,Portrait of Hendrick de Hartog,,Adriaan De Lelie,Dutch,Portraitist,1755,1820,Portraits
194155,Portrait of the Family of Adrianus Bonebakker with Dirk L. Bennewitz,,Adriaan De Lelie,Dutch,Portraitist,1755,1820,Portraits
194110,"Portrait of Wilhelmina Maria Haack, fourth Wife of Gerrit Verdooren",,Adriaan De Lelie,Dutch,Portraitist,1755,1820,Portraits
194162,The Art Gallery of Jan Gildemeester Jansz,,Adriaan De Lelie,Dutch,Portraitist,1755,1820,Portraits
194169,The Art Gallery of Josephus Augustinus Brentano,,Adriaan De Lelie,Dutch,Portraitist,1755,1820,Portraits
194176,The Drawing Gallery of the Felix Meritis Society,,Adriaan De Lelie,Dutch,Portraitist,1755,1820,
194181,The Sculpture Gallery of the Felix Meritis Society,,Adriaan De Lelie,Dutch,Portraitist,1755,1820,
194139,Woman Baking Pancakes,,Adriaan De Lelie,Dutch,Portraitist,1755,1820,Portraits
160324,Portrait of a Man,Renaissance,Adriaen Thomasz. Key,Dutch,Renaissance,1544,1589,Portraits
160332,William of Orange,Renaissance,Adriaen Thomasz. Key,Dutch,Renaissance,1544,1589,Portraits
24025,"A Distant View of Dordrecht, with a Milkmaid and Four Cows",Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24029,A Herdsman with Seven Cows by a River,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,Rivers/Lakes
24031,"A Landscape with Horseman, Herders and Cattle",Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24033,A View of the Maas at Dordrecht,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24035,Cattle in a River,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,Rivers/Lakes
24037,Cattle Near a River,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,Rivers/Lakes
24039,"Cattle Near the Maas, with Dordrecht in the Distance",Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24041,Cattle with Horseman and Peasants,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,Horses
24043,Children and a Cow,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24047,Lady and Gentleman on Horseback,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,Horses
24049,Landscape with Cattle,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24051,Landscape with Cows and Young Herdsman,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24053,Landscape with Herdsman and Cattle,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24059,Mountainous Landscape with the Ruins of a Castle,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24061,Piping Shepherds,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24064,River Landscape with Cows,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,Rivers/Lakes
24066,River Landscape with Riders,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,Rivers/Lakes
24068,River Scene,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,Rivers/Lakes
24070,Rooster and Hens,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
164850,Senior Merchant,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24072,Starting for the Hunt,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
198873,The Flight into Egypt,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24074,The Maas at Dordrecht,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24078,The Passage Boat,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
204794,Travelers in Hilly Countryside,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,Rivers/Lakes
164862,View of Dordrecht at Sunset,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
198863,View of the Maas near Dordrecht,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
24084,Young Herdsmen with Cows,Baroque,Aelbert Cuyp,Dutch,Baroque,1620,1691,
29914,Bouquet of Roses and Fruit,Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
126089,Bouquet of Roses,Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
126219,Bridge Over the Seine in Paris,Expressionism,Albert André,French,Expressionist,1869,1954,Bridges
126208,"Buses, Place Pigalle",Expressionism,Albert André,French,Expressionist,1869,1954,
29916,"Compote of Peaches and Pears, with Pitchers, on a Table",Expressionism,Albert André,French,Expressionist,1869,1954,
126109,Dahlias,Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
126164,Flower Vase and Fruits,Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
126175,"In the Park, Edge of the Seine",Expressionism,Albert André,French,Expressionist,1869,1954,Spring
126186,Lady Reading,Expressionism,Albert André,French,Expressionist,1869,1954,
126285,Old Lady in White Seated,Expressionism,Albert André,French,Expressionist,1869,1954,
126230,Reading at the Garden,Expressionism,Albert André,French,Expressionist,1869,1954,
29918,Renoir and His Model,Expressionism,Albert André,French,Expressionist,1869,1954,
29920,"Renoir Painting His Family in His Studio at 73 Rue De Caulaincourt, Paris",Expressionism,Albert André,French,Expressionist,1869,1954,
126294,Roses in a Glass,Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
126120,Seated Woman,Expressionism,Albert André,French,Expressionist,1869,1954,
126241,Still Life,Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
29922,Still Life with Fruit and Brioche,Expressionism,Albert André,French,Expressionist,1869,1954,Still-Life
29924,Table Setting with Fruit,Expressionism,Albert André,French,Expressionist,1869,1954,
126263,"The Artist's Studio, A Still Life",Expressionism,Albert André,French,Expressionist,1869,1954,
126252,The Artist's Studio,Expressionism,Albert André,French,Expressionist,1869,1954,
126131,"The Bouquet (View from the Artist’s Studio, Paris)",Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
126197,"The Dock of Grenelle, Paris",Expressionism,Albert André,French,Expressionist,1869,1954,
126153,Vase of Flower by the Window,Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
126274,Vase of Flowers and Fruits on the Table,Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
126142,White Vase with Flowers,Expressionism,Albert André,French,Expressionist,1869,1954,Flowers
5093,"A River Landscape, Westphalia",American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5095,"A Storm in the Rocky Mountains, Mt. Rosalie",American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5097,A Wild Stallion,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Horses
5099,"Among the Sierra Nevada Mountains, California",American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5101,Autumn Landscape,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Autumn/Fall
5103,Beached Ship,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5105,California Spring,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5109,"Canadian Rockies, Lake Louise",American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
185353,Canadian Rockies,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,
5111,"Cathedral Rocks, Yosemite Valley, California",American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5115,Deer in a Field,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Deers
5113,Deer,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Deers
5117,"Estes Park, Colorado, Whyte's Lake",American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5119,Farallon Island,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5121,Fishing Boats,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
185266,Fishing Boats at Capri,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,
5125,Glen Ellis Falls,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5127,Hetch Hetchy Canyon,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5129,In the Foothills,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
185308,In the High Mountains,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,
5133,In the Mountains,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5135,"In the Sierras, Lake Tahoe",American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5137,Indian Canoe,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
185317,Indian Encampment Evening,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,
5141,Indian Hunters in Canoe,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5143,Indians Spear Fishing,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5155,Lake Tahoe,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5161,"Liberty Cam, Yosemite",American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5163,Light in the Forest,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
5221,Bighorn Ram,American Landscape,Albert Bierstadt,American,Hudson River School,1830,1902,Landscape Art
126522,"Against the Light, Algiers",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126533,"Algiers, Gray Weather",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126307,"Algiers, The City seen from the Heights",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126324,"Algiers, View of Mustapha, Rain",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
129073,"Algiers, View of the Casbah",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126335,"Amsterdam, Snow",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
128992,"Anglers, La Chaume",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126346,"Arcueil, the Factory and the Aqueduct",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
128791,Ares,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126357,"Audierne, The Tonneaux",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
128800,"Banks of the Seine, Paris",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,Rivers/Lakes
126401,"Bassin du Roy (Le Havre, France, Normandy)",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126368,Bay of Algiers View of El-Biar,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126379,Boats in Ciboure,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126390,"Boats in Collioure, Gray Weather",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126434,Boats in the Port,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126423,Boats in Triel,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126489,Breeze in Porquerolles,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126500,Calm Flat,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
128836,Cargo at Dock,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126511,Cargo Leaving the Port,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
128307,Clouds and Smoke,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
128615,Cloudy Weather in Algiers,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126555,"Crans-sur-Sierre, Sledding",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126566,Cypress and Trees in Bloom,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
127545,Daisies,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
126577,Davos Under the Snow,Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,Winter
128461,"Dock of Bourbon, Paris",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
128472,"Dock of Grands Augustins, Paris",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
128483,"Dock of Grands-Augustins, Under the Snow",Post-Impressionism,Albert Marquet,French,Post-Impressionist,1875,1947,
25861,Burkhard of Speyer,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,
25863,Christ Among the Doctors,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Jesus Christ
25869,Lot and His Daughters,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,
25871,Madonna and Child (Haller Madonna),Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Christianity
25873,Penitent Saint Jerome,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Christianity
25875,Portrait of a Clergyman,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25879,"Portrait of a Woman, Said to Be Caritas Pirckheimer",Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25882,Portrait of a Young Venetian Woman,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25884,Portrait of Barbara Durer,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25888,Portrait of Durer's Father at 70,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25890,Portrait of Emperor Maximillian I,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25892,Portrait of Hieronymus Holzschuher,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25894,Portrait of Jakob Muffel,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25900,Self-Portrait,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25902,Self-Portrait in a Fur Coat,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25904,Self-Portrait with Gloves,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Portraits
25906,St. Anne with the Virgin and Child,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Christianity
25908,The Virgin and Child (The Madonna with the Iris),Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Christianity
25910,The Virgin Mary in Prayer,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Christianity
25912,Vanitas,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,
25914,Virgin and Child,Renaissance,Albrecht Durer,German,Northern Renaissance,1471,1528,Christianity
23540,Albayde,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,Nude
23542,Birth of Venus,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,Nude
23544,Echo,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,Nude
23546,La Chiaruccia,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,
23548,Napoleon III,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,
23550,Olivia Peyton Murray Cutting,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,
23552,Portrait of Alfred Bruyas,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,Portraits
23554,Portrait of an Arab,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,Portraits
23556,Portrait of Catharine Lorillard Wolfe,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,Portraits
23558,Rebecca et Eliezer,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,
23560,Saint Jean-Baptiste,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,
23562,The Governess,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,
23564,The Roman Monk,Classicism,Alexandre Cabanel,French,Classicist,1823,1889,
29948,Head of a Woman,Expressionism,Alexei Von Jawlensky,Russian,Expressionist,1864,1941,
29950,Head of a Young Man (Called Hercules),Expressionism,Alexei Von Jawlensky,Russian,Expressionist,1864,1941,
29952,Hills,Expressionism,Alexei Von Jawlensky,Russian,Expressionist,1864,1941,
29954,Mediterranean Coast,Expressionism,Alexei Von Jawlensky,Russian,Expressionist,1864,1941,
29956,Schokko,Expressionism,Alexei Von Jawlensky,Russian,Expressionist,1864,1941,
29958,Solitude,Expressionism,Alexei Von Jawlensky,Russian,Expressionist,1864,1941,
29960,Spaneteru Mit Roten Schal,Expressionism,Alexei Von Jawlensky,Russian,Expressionist,1864,1941,
29962,Still Life with Vase and Jug,Expressionism,Alexei Von Jawlensky,Russian,Expressionist,1864,1941,Still-Life
29964,Young Girl with a Flowered Hat,Expressionism,Alexei Von Jawlensky,Russian,Expressionist,1864,1941,
28801,Rye,,Alexey Savrasov,Russian,Landscape Art,1830,1897,Landscape Art
28803,The Perchorskiy Cloister Near Nizniy Novgorod,,Alexey Savrasov,Russian,Landscape Art,1830,1897,Landscape Art
28805,The Rooks Have Returned,,Alexey Savrasov,Russian,Landscape Art,1830,1897,Landscape Art
28807,Winter,,Alexey Savrasov,Russian,Landscape Art,1830,1897,Landscape Art
22578,A Girl,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22579,Abstract Portrait,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22580,Abstract Still Life,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,Still-Life
22581,Cubist Still Life,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,Still-Life
22582,Cubist Twin Heads,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22583,Eugenia,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22584,Fauve Landscape with Rolling Hills,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22585,Figure in Landscape,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
195399,Figure on Bench,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22586,Flappers,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22587,Floral Still Life,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,Still-Life
22588,Flowers in a Vase,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,Flowers
22589,Four Sisters,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22590,Head of a Girl,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
195446,Hills,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22591,La Dame en Blanc,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22592,Landscape,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22593,Landscape II,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22594,Landscape III,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22595,Landscape of Provence,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
195410,Landscape with House,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22596,Landscape with Trees (Marlboro Landscape),Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22597,Landscape with Two Trees,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22598,Marlboro Landscape (House in Hills),Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,
22599,Nude Reading,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,Nude
22600,Portrait of a Woman,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,Portraits
22601,Portrait of a Young Girl,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,Portraits
22602,Standing Female Nude,Avant-Garde,Alfred Henry Maurer,American,Avant-Garde,1868,1932,Nude
